symbol,date,open,high,low,close,volume,price_change,price_change_pct
AAPL,2025-08-08,220.8300018310547,231.0,219.25,229.35000610351562,113696100,8.52,3.86
AAPL,2025-08-08,220.8300018310547,231.0,219.25,229.35000610351562,113696100,8.52,3.86
AAPL,2025-08-08,220.8300018310547,231.0,219.25,229.35000610351562,113696100,8.52,3.86
GOOG,2025-08-08,197.97999572753906,203.42999267578125,197.89999389648438,202.08999633789062,24356300,4.11,2.08
GOOG,2025-08-08,197.97999572753906,203.42999267578125,197.89999389648438,202.08999633789062,24356300,4.11,2.08
